,labels
12779,1
12780,1
12781,1
12782,1
12783,1
12784,1
12785,1
12786,1
12787,1
12788,1
12789,1
12790,1
12791,1
12792,1
12793,1
12794,1
12795,1
12796,1
12797,1
12798,1
12799,1
12800,1
12801,1
12802,1
12803,1
12804,1
12805,1
12806,1
12807,1
12808,1
12809,1
12810,1
12811,1
12812,1
12813,1
12814,1
12815,1
12816,1
12817,1
12818,1
12819,1
12820,1
12821,1
12822,1
12823,1
12824,1
12825,1
12826,1
12827,1
12828,1
12829,1
12830,1
12831,1
12832,1
12833,1
12834,1
12835,1
12836,1
12837,1
12838,1
12839,1
12840,1
12841,1
12842,1
12843,1
12844,1
12845,1
12846,1
12847,1
12848,1
12849,1
12850,1
12851,1
12852,1
12853,1
12854,1
12855,1
12856,1
12857,1
12858,1
12859,1
12860,1
12861,1
12862,1
12863,1
12864,1
12865,1
12866,1
12867,1
12868,1
12869,1
12870,1
12871,1
12872,1
12873,1
12874,1
12875,1
12876,1
12877,1
12878,1
12879,1
12880,1
12881,1
12882,1
12883,1
12884,1
12885,1
12886,1
12887,1
12888,1
12889,1
12890,1
12891,1
12892,1
12893,1
12894,1
12895,1
12896,1
12897,1
12898,1
12899,1
12900,1
12901,1
12902,1
12903,1
12904,1
12905,1
12906,1
12907,1
12908,1
12909,1
12910,1
12911,1
12912,1
12913,1
12914,1
12915,1
12916,1
12917,1
12918,1
12919,1
12920,1
12921,1
12922,1
12923,1
12924,1
12925,1
12926,1
12927,1
12928,1
12929,1
12930,1
12931,1
12932,1
12933,1
12934,1
12935,1
12936,1
12937,1
12938,1
12939,1
12940,1
12941,1
12942,1
12943,1
12944,1
12945,1
12946,1
12947,1
12948,1
12949,1
12950,1
12951,1
12952,1
12953,1
12954,1
12955,1
12956,1
12957,1
12958,1
12959,1
12960,1
12961,1
12962,1
12963,1
12964,1
12965,1
12966,1
12967,1
12968,1
12969,1
12970,1
12971,1
12972,1
12973,1
12974,1
12975,1
12976,1
12977,1
12978,1
12979,1
12980,1
12981,1
12982,1
12983,1
12984,1
12985,1
12986,1
12987,1
12988,1
12989,1
12990,1
12991,1
12992,1
12993,1
12994,1
12995,1
12996,1
12997,1
12998,1
12999,1
13000,1
13001,1
13002,1
13003,1
13004,1
13005,1
13006,1
13007,1
13008,1
13009,1
13010,1
13011,1
13012,1
13013,1
13014,1
13015,1
13016,1
13017,1
13018,1
13019,1
13020,1
13021,1
13022,1
13023,1
13024,1
13025,1
13026,1
13027,1
13028,1
13029,1
13030,1
13031,1
13032,1
13033,1
13034,1
13035,1
13036,1
13037,1
13038,1
13039,1
13040,1
13041,1
13042,1
13043,1
13044,1
13045,1
13046,1
13047,1
13048,1
13049,1
13050,1
13051,1
13052,1
13053,1
13054,1
13055,1
13056,1
13057,1
13058,1
13059,1
13060,1
13061,1
13062,1
13063,1
13064,1
13065,1
13066,1
13067,1
13068,1
13069,1
13070,1
13071,1
13072,1
13073,1
13074,1
13075,1
13076,1
13077,1
13078,1
13079,1
13080,1
13081,1
13082,1
13083,1
13084,1
13085,1
13086,1
13087,1
13088,1
13089,1
13090,1
13091,1
13092,1
13093,1
13094,1
13095,1
13096,1
13097,1
13098,1
13099,1
13100,1
13101,1
13102,1
13103,1
13104,1
13105,1
13106,1
13107,1
13108,1
13109,1
13110,1
13111,1
13112,1
13113,1
13114,1
13115,1
13116,1
13117,1
13118,1
13119,1
13120,1
13121,1
13122,1
13123,1
13124,1
13125,1
13126,1
13127,1
13128,1
13129,1
13130,1
13131,1
13132,1
13133,1
13134,1
13135,1
13136,1
13137,1
13138,1
13139,1
13140,1
13141,1
13142,1
13143,1
13144,1
13145,1
13146,1
13147,1
13148,1
13149,1
13150,1
13151,1
13152,1
13153,1
13154,1
13155,1
13156,1
13157,1
13158,1
13159,1
13160,1
13161,1
13162,1
13163,1
13164,1
13165,1
13166,1
13167,1
13168,1
13169,1
13170,1
13171,1
13172,1
13173,1
13174,1
13175,1
13176,1
13177,1
13178,1
13179,1
13180,1
13181,1
13182,1
13183,1
13184,1
13185,1
13186,1
13187,1
13188,1
13189,1
13190,1
13191,1
13192,1
13193,1
13194,1
13195,1
13196,1
13197,1
13198,1
13199,1
13200,1
13201,1
13202,1
13203,1
13204,1
13205,1
13206,1
13207,1
13208,1
13209,1
13210,1
13211,1
13212,1
13213,1
13214,1
13215,1
13216,1
13217,1
13218,1
13219,1
13220,1
13221,1
13222,1
13223,1
13224,1
13225,1
13226,1
13227,1
13228,1
13229,1
13230,1
13231,1
13232,1
13233,1
13234,1
13235,1
13236,1
13237,1
13238,1
13239,1
13240,1
13241,1
13242,1
13243,1
13244,1
13245,1
13246,1
13247,1
13248,1
13249,1
13250,1
13251,1
13252,1
13253,1
13254,1
13255,1
13256,1
13257,1
13258,1
13259,1
13260,1
13261,1
13262,1
13263,1
13264,1
13265,1
13266,1
13267,1
13268,1
13269,1
13270,1
13271,1
13272,1
13273,1
13274,1
13275,1
13276,1
13277,1
13278,1
13279,1
13280,1
13281,1
13282,1
13283,1
13284,1
13285,1
13286,1
13287,1
13288,1
13289,1
13290,1
13291,1
13292,1
13293,1
13294,1
13295,1
13296,1
13297,1
13298,1
13299,1
13300,1
13301,1
13302,1
13303,1
13304,1
13305,1
13306,1
13307,1
13308,1
13309,1
13310,1
13311,1
13312,1
13313,1
13314,1
13315,1
13316,1
13317,1
13318,1
13319,1
13320,1
13321,1
13322,1
13323,1
13324,1
13325,1
13326,1
13327,1
13328,1
13329,1
13330,1
13331,1
13332,1
13333,1
13334,1
13335,1
13336,1
13337,1
13338,1
13339,1
13340,1
13341,1
13342,1
13343,1
13344,1
13345,1
13346,1
13347,1
13348,1
13349,1
13350,1
13351,1
13352,1
13353,1
13354,1
13355,1
13356,1
13357,1
13358,1
13359,1
13360,1
13361,1
13362,1
13363,1
13364,1
13365,1
13366,1
13367,1
13368,1
13369,1
13370,1
13371,1
13372,1
13373,1
13374,1
13375,1
13376,1
13377,1
13378,1
13379,1
13380,1
13381,1
13382,1
13383,1
13384,1
13385,1
13386,1
13387,1
13388,1
13389,1
13390,1
13391,1
13392,1
13393,1
13394,1
13395,1
13396,1
13397,1
13398,1
13399,1
13400,1
13401,1
13402,1
13403,1
13404,1
13405,1
13406,1
13407,1
13408,1
13409,1
13410,1
13411,1
13412,1
13413,1
13414,1
13415,1
13416,1
13417,1
13418,1
13419,1
13420,1
13421,1
13422,1
13423,1
13424,1
13425,1
13426,1
13427,1
13428,1
13429,1
13430,1
13431,1
13432,1
13433,1
13434,1
13435,1
13436,1
13437,1
13438,1
13439,1
13440,1
13441,1
13442,1
13443,1
13444,1
13445,1
13446,1
13447,1
13448,1
13449,1
13450,1
13451,1
13452,1
13453,1
13454,1
13455,1
13456,1
13457,1
13458,1
13459,1
13460,1
13461,1
13462,1
13463,1
13464,1
13465,1
13466,1
13467,1
13468,1
13469,1
13470,1
13471,1
13472,1
13473,1
13474,1
13475,1
13476,1
13477,1
13478,1
13479,1
13480,1
13481,1
13482,1
13483,1
13484,1
13485,1
13486,1
13487,1
13488,1
13489,1
13490,1
13491,1
13492,1
13493,1
13494,1
13495,1
13496,1
13497,1
13498,1
13499,1
13500,1
13501,1
13502,1
13503,1
13504,1
13505,1
13506,1
13507,1
13508,1
13509,1
13510,1
13511,1
13512,1
13513,1
13514,1
13515,1
13516,1
13517,1
13518,1
13519,1
13520,1
13521,1
13522,1
13523,1
13524,1
13525,1
13526,1
13527,1
13528,1
13529,1
13530,1
13531,1
13532,1
13533,1
13534,1
13535,1
13536,1
13537,1
13538,1
13539,1
13540,1
13541,1
13542,1
13543,1
13544,1
13545,1
13546,1
13547,1
13548,1
13549,1
13550,1
13551,1
13552,1
13553,1
13554,1
13555,1
13556,1
13557,1
13558,1
13559,1
13560,1
13561,1
13562,1
13563,1
13564,1
13565,1
13566,1
13567,1
13568,1
13569,1
13570,1
13571,1
13572,1
13573,1
13574,1
13575,1
13576,1
13577,1
13578,1
13579,1
13580,1
13581,1
13582,1
13583,1
13584,1
13585,1
13586,1
13587,1
13588,1
13589,1
13590,1
13591,1
13592,1
13593,1
13594,1
13595,1
13596,1
13597,1
13598,1
13599,1
13600,1
13601,1
13602,1
13603,1
13604,1
13605,1
13606,1
13607,1
13608,1
13609,1
13610,1
13611,1
13612,1
13613,1
13614,1
13615,1
13616,1
13617,1
13618,1
13619,1
13620,1
13621,1
13622,1
13623,1
13624,1
13625,1
13626,1
13627,1
13628,1
13629,1
13630,1
13631,1
13632,1
13633,1
13634,1
13635,1
13636,1
13637,1
13638,1
13639,1
13640,1
13641,1
13642,1
13643,1
13644,1
13645,1
13646,1
13647,1
13648,1
13649,1
13650,1
13651,1
13652,1
13653,1
13654,1
13655,1
13656,1
13657,1
13658,1
13659,1
13660,1
13661,1
13662,1
13663,1
13664,1
13665,1
13666,1
13667,1
13668,1
13669,1
13670,1
13671,1
13672,1
13673,1
13674,1
13675,1
13676,1
13677,1
13678,1
13679,1
13680,1
13681,1
13682,1
13683,1
13684,1
13685,1
13686,1
13687,1
13688,1
13689,1
13690,1
13691,1
13692,1
13693,1
13694,1
13695,1
13696,1
13697,1
13698,1
13699,1
13700,1
13701,1
13702,1
13703,1
13704,1
13705,1
13706,1
13707,1
13708,1
13709,1
13710,1
13711,1
13712,1
13713,1
13714,1
13715,1
13716,1
13717,1
13718,1
13719,1
13720,1
13721,1
13722,1
13723,1
13724,1
13725,1
13726,1
13727,1
13728,1
13729,1
13730,1
13731,1
13732,1
13733,1
13734,1
13735,1
13736,1
13737,1
13738,1
13739,1
13740,1
13741,1
13742,1
13743,1
13744,1
13745,1
13746,1
13747,1
13748,1
13749,1
13750,1
13751,1
13752,1
13753,1
13754,1
13755,1
13756,1
13757,1
13758,1
13759,1
13760,1
13761,1
13762,1
13763,1
13764,1
13765,1
13766,1
13767,1
13768,1
13769,1
13770,1
13771,1
13772,1
13773,1
13774,1
13775,1
13776,1
13777,1
13778,1
13779,1
13780,1
13781,1
13782,1
13783,1
13784,1
13785,1
13786,1
13787,1
13788,1
13789,1
13790,1
13791,1
13792,1
13793,1
13794,1
13795,1
13796,1
13797,1
13798,1
13799,1
13800,1
13801,1
13802,1
13803,1
13804,1
13805,1
13806,1
13807,1
13808,1
13809,1
13810,1
13811,1
13812,1
13813,1
13814,1
13815,1
13816,1
13817,1
13818,1
13819,1
13820,1
13821,1
13822,1
13823,1
13824,1
13825,1
13826,1
13827,1
13828,1
13829,1
13830,1
13831,1
13832,1
13833,1
13834,1
13835,1
13836,1
13837,1
13838,1
13839,1
13840,1
13841,1
13842,1
13843,1
13844,1
13845,1
13846,1
13847,1
13848,1
13849,1
13850,1
13851,1
13852,1
13853,1
13854,1
13855,1
13856,1
13857,1
13858,1
13859,1
13860,1
13861,1
13862,1
13863,1
13864,1
13865,1
13866,1
13867,1
13868,1
13869,1
13870,1
13871,1
13872,1
13873,1
13874,1
13875,1
13876,1
13877,1
13878,1
13879,1
13880,1
13881,1
13882,1
13883,1
13884,1
13885,1
13886,1
13887,1
13888,1
13889,1
13890,1
13891,1
13892,1
13893,1
13894,1
13895,1
13896,1
13897,1
13898,1
13899,1
13900,1
13901,1
13902,1
13903,1
13904,1
13905,1
13906,1
13907,1
13908,1
13909,1
13910,1
13911,1
13912,1
13913,1
13914,1
13915,1
13916,1
13917,1
13918,1
13919,1
13920,1
13921,1
13922,1
13923,1
13924,1
13925,1
13926,1
13927,1
13928,1
13929,1
13930,1
13931,1
13932,1
13933,1
13934,1
13935,1
13936,1
13937,1
13938,1
13939,1
13940,1
13941,1
13942,1
13943,1
13944,1
13945,1
13946,1
13947,1
13948,1
13949,1
13950,1
13951,1
13952,1
13953,1
13954,1
13955,1
13956,1
13957,1
13958,1
13959,1
13960,1
13961,1
13962,1
13963,1
13964,1
13965,1
13966,1
13967,1
13968,1
13969,1
13970,1
13971,1
13972,1
13973,1
13974,1
13975,1
13976,1
13977,1
13978,1
13979,1
13980,1
13981,1
13982,1
13983,1
13984,1
13985,1
13986,1
13987,1
13988,1
13989,1
13990,1
13991,1
13992,1
13993,1
13994,1
13995,1
13996,1
13997,1
13998,1
13999,1
14000,1
14001,1
14002,1
14003,1
14004,1
14005,1
14006,1
14007,1
14008,1
14009,1
14010,1
14011,1
14012,1
14013,1
14014,1
14015,1
14016,1
14017,1
14018,1
14019,1
14020,1
14021,1
14022,1
14023,1
14024,1
14025,1
14026,1
14027,1
14028,1
14029,1
14030,1
14031,1
14032,1
14033,1
14034,1
14035,1
14036,1
14037,1
14038,1
14039,1
14040,1
14041,1
14042,1
14043,1
14044,1
14045,1
14046,1
14047,1
14048,1
14049,1
14050,1
14051,1
14052,1
14053,1
14054,1
14055,1
14056,1
14057,1
14058,1
14059,1
14060,1
14061,1
14062,1
14063,1
14064,1
14065,1
14066,1
14067,1
14068,1
14069,1
14070,1
14071,1
14072,1
14073,1
14074,1
14075,1
14076,1
14077,1
14078,1
14079,1
14080,1
14081,1
14082,1
14083,1
14084,1
14085,1
14086,1
14087,1
14088,2
14089,2
14090,2
14091,2
14092,2
14093,2
14094,2
14095,2
14096,2
14097,2
14098,2
14099,2
14100,2
14101,2
14102,2
14103,2
14104,2
14105,2
14106,2
14107,2
14108,2
14109,2
14110,2
14111,2
14112,2
14113,2
14114,2
14115,2
14116,2
14117,2
14118,2
14119,2
14120,2
14121,2
14122,2
14123,2
14124,2
14125,2
14126,2
14127,2
14128,2
14129,2
14130,2
14131,2
14132,2
14133,2
14134,2
14135,2
14136,2
14137,2
14138,2
14139,2
14140,2
14141,2
14142,2
14143,2
14144,2
14145,2
14146,2
14147,2
14148,2
14149,2
14150,2
14151,2
14152,2
14153,2
14154,2
14155,2
14156,2
14157,2
14158,2
14159,2
14160,2
14161,2
14162,2
14163,2
14164,2
14165,2
14166,2
14167,2
14168,2
14169,2
14170,2
14171,2
14172,2
14173,2
14174,2
14175,2
14176,2
14177,2
14178,2
14179,2
14180,2
14181,2
14182,2
14183,2
14184,2
14185,2
14186,2
14187,2
14188,2
14189,2
14190,2
14191,2
14192,2
14193,2
14194,2
14195,2
14196,2
14197,2
14198,2
14199,2
14200,2
14201,2
14202,2
14203,2
14204,2
14205,2
14206,2
14207,2
14208,2
14209,2
14210,2
14211,2
14212,2
14213,2
14214,2
14215,2
14216,2
14217,2
14218,2
14219,2
14220,2
14221,2
14222,2
14223,2
14224,2
14225,2
14226,2
14227,2
14228,2
14229,2
14230,2
14231,2
14232,2
14233,2
14234,2
14235,2
14236,2
14237,2
14238,2
14239,2
14240,2
14241,2
14242,2
14243,2
14244,2
14245,2
14246,2
14247,2
14248,2
14249,2
14250,2
14251,2
14252,2
14253,2
14254,2
14255,2
14256,2
14257,2
14258,2
14259,2
14260,2
14261,2
14262,2
14263,2
14264,2
14265,2
14266,2
14267,2
14268,2
14269,2
14270,2
14271,2
14272,2
14273,2
14274,2
14275,2
14276,2
14277,2
14278,2
14279,2
14280,2
14281,2
14282,2
14283,2
14284,2
14285,2
14286,2
14287,2
14288,2
14289,2
14290,2
14291,2
14292,2
14293,2
14294,2
14295,2
14296,2
14297,2
14298,2
14299,2
14300,2
14301,2
14302,2
14303,2
14304,2
14305,2
14306,2
14307,2
14308,2
14309,2
14310,2
14311,2
14312,2
14313,2
14314,2
14315,2
14316,2
14317,2
14318,2
14319,2
14320,2
14321,2
14322,2
14323,2
14324,2
14325,2
14326,2
14327,2
14328,2
14329,2
14330,2
14331,2
14332,2
14333,2
14334,2
14335,2
14336,2
14337,2
14338,2
14339,2
14340,2
14341,2
14342,2
14343,2
14344,2
14345,2
14346,2
14347,2
14348,2
14349,2
14350,2
14351,2
14352,2
14353,2
14354,2
14355,2
14356,2
14357,2
14358,2
14359,2
14360,2
14361,2
14362,2
14363,2
14364,2
14365,2
14366,2
14367,2
14368,2
14369,2
14370,2
14371,2
14372,2
14373,2
14374,2
14375,2
14376,2
14377,2
14378,2
14379,2
14380,2
14381,2
14382,2
14383,2
14384,2
14385,2
14386,2
14387,2
14388,2
14389,2
14390,2
14391,2
14392,2
14393,2
14394,2
14395,2
14396,2
14397,2
14398,2
14399,2
14400,2
14401,2
14402,2
14403,2
14404,2
14405,2
14406,2
14407,2
14408,2
14409,2
14410,2
14411,2
14412,2
14413,2
14414,2
14415,2
14416,2
14417,2
14418,2
14419,2
14420,2
14421,2
14422,2
14423,2
14424,2
14425,2
14426,2
14427,2
14428,2
14429,2
14430,2
14431,2
14432,2
14433,2
14434,2
14435,2
14436,2
14437,2
14438,2
14439,2
14440,2
14441,2
14442,2
14443,2
14444,2
14445,2
14446,2
14447,2
14448,2
14449,2
14450,2
14451,2
14452,2
14453,2
14454,2
14455,2
14456,2
14457,2
14458,2
14459,2
14460,2
14461,2
14462,2
14463,2
14464,2
14465,2
14466,2
14467,2
14468,2
14469,2
14470,2
14471,2
14472,2
14473,2
14474,2
14475,2
14476,2
14477,2
14478,2
14479,2
14480,2
14481,2
14482,2
14483,2
14484,2
14485,2
14486,2
14487,2
14488,2
14489,2
14490,2
14491,2
14492,2
14493,2
14494,2
14495,2
14496,2
14497,2
14498,2
14499,2
14500,2
14501,2
14502,2
14503,2
14504,2
14505,2
14506,2
14507,2
14508,2
14509,2
14510,2
14511,2
14512,2
14513,2
14514,2
14515,2
14516,2
14517,2
14518,2
14519,2
14520,2
14521,2
14522,2
14523,2
14524,2
14525,2
14526,2
14527,2
14528,2
14529,2
14530,2
14531,2
14532,2
14533,2
14534,2
14535,2
14536,2
14537,2
14538,2
14539,2
14540,2
14541,2
14542,2
14543,2
14544,2
14545,2
14546,2
14547,2
14548,2
14549,2
14550,2
14551,2
14552,2
14553,2
14554,2
14555,2
14556,2
14557,2
14558,2
14559,2
14560,2
14561,2
14562,2
14563,2
14564,2
14565,2
14566,2
14567,2
14568,2
14569,2
14570,2
14571,2
14572,2
14573,2
14574,2
14575,2
14576,2
14577,2
14578,2
14579,2
14580,2
14581,2
14582,2
14583,2
14584,2
14585,2
14586,2
14587,2
14588,2
14589,2
14590,2
14591,2
14592,2
14593,2
14594,2
14595,2
14596,2
14597,2
14598,2
14599,2
14600,2
14601,2
14602,2
14603,2
14604,2
14605,2
14606,2
14607,2
14608,2
14609,2
14610,2
14611,2
14612,2
14613,2
14614,2
14615,2
14616,2
14617,2
14618,2
14619,2
14620,2
14621,2
14622,2
14623,2
14624,2
14625,2
14626,2
14627,2
14628,2
14629,2
14630,2
14631,2
14632,2
14633,2
14634,2
14635,2
14636,2
14637,2
14638,2
14639,2
14640,2
14641,2
14642,2
14643,2
14644,2
14645,2
14646,2
14647,2
14648,2
14649,2
14650,2
14651,2
14652,2
14653,2
14654,2
14655,2
14656,2
14657,2
14658,2
14659,2
14660,2
14661,2
14662,2
14663,2
14664,2
14665,2
14666,2
14667,2
14668,2
14669,2
14670,2
14671,2
14672,2
14673,2
14674,2
14675,2
14676,2
14677,2
14678,2
14679,2
14680,2
14681,2
14682,2
14683,2
14684,2
14685,2
14686,2
14687,2
14688,2
14689,2
14690,2
14691,2
14692,2
14693,2
14694,2
14695,2
14696,2
14697,2
14698,2
14699,2
14700,2
14701,2
14702,2
14703,2
14704,2
14705,2
14706,2
14707,2
14708,2
14709,2
14710,2
14711,2
14712,2
14713,2
14714,2
14715,2
14716,2
14717,2
14718,2
14719,2
14720,2
14721,2
14722,2
14723,2
14724,2
14725,2
14726,2
14727,2
14728,2
14729,2
14730,2
14731,2
14732,2
14733,2
14734,2
14735,2
14736,2
14737,2
14738,2
14739,2
14740,2
14741,2
14742,2
14743,2
14744,2
14745,2
14746,2
14747,2
14748,2
14749,2
14750,2
14751,2
14752,2
14753,2
14754,2
14755,2
14756,2
14757,2
14758,2
14759,2
14760,2
14761,2
14762,2
14763,2
14764,2
14765,2
14766,2
14767,2
14768,2
14769,2
14770,2
14771,2
14772,2
14773,2
14774,2
14775,2
14776,2
14777,2
14778,2
14779,2
14780,2
14781,2
14782,2
14783,2
14784,2
14785,2
14786,2
14787,2
14788,2
14789,2
14790,2
14791,2
14792,2
14793,2
14794,2
14795,2
14796,2
14797,2
14798,2
14799,2
14800,2
14801,2
14802,2
14803,2
14804,2
14805,2
14806,2
14807,2
14808,2
14809,2
14810,2
14811,2
14812,2
14813,2
14814,2
14815,2
14816,2
14817,2
14818,2
14819,2
14820,2
14821,2
14822,2
14823,2
14824,2
14825,2
14826,2
14827,2
14828,2
14829,2
14830,2
14831,2
14832,2
14833,2
14834,2
14835,2
14836,2
14837,2
14838,2
14839,2
14840,2
14841,2
14842,2
14843,2
14844,2
14845,2
14846,2
14847,2
14848,2
14849,2
14850,2
14851,2
14852,2
14853,2
14854,2
14855,2
14856,2
14857,2
14858,2
14859,2
14860,2
14861,2
14862,2
14863,2
14864,2
14865,2
14866,2
14867,2
14868,2
14869,2
14870,2
14871,2
14872,2
14873,2
14874,2
14875,2
14876,2
14877,2
14878,2
14879,2
14880,2
14881,2
14882,2
14883,2
14884,2
14885,2
14886,2
14887,2
14888,2
14889,2
14890,2
14891,2
14892,2
14893,2
14894,2
14895,2
14896,2
14897,2
14898,2
14899,2
14900,2
14901,2
14902,2
14903,2
14904,2
14905,2
14906,2
14907,2
14908,2
14909,2
14910,2
14911,2
14912,2
14913,2
14914,2
14915,2
14916,2
14917,2
14918,2
14919,2
14920,2
14921,2
14922,2
14923,2
14924,2
14925,2
14926,2
14927,2
14928,2
14929,2
14930,2
14931,2
14932,2
14933,2
14934,2
14935,2
14936,2
14937,2
14938,2
14939,2
14940,2
14941,2
14942,2
14943,2
14944,2
14945,2
14946,2
14947,2
14948,2
14949,2
14950,2
14951,2
14952,2
14953,2
14954,2
14955,2
14956,2
14957,2
14958,2
14959,2
14960,2
14961,2
14962,2
14963,2
14964,2
14965,2
14966,2
14967,2
14968,2
14969,2
14970,2
14971,2
14972,2
14973,2
14974,2
14975,2
14976,2
14977,2
14978,2
14979,2
14980,2
14981,2
14982,2
14983,2
14984,2
14985,2
14986,2
14987,2
14988,2
14989,2
14990,2
14991,2
14992,2
14993,2
14994,2
14995,2
14996,2
14997,2
14998,2
14999,2
15000,2
15001,2
15002,2
15003,2
15004,2
15005,2
15006,2
15007,2
15008,2
15009,2
15010,2
15011,2
15012,2
15013,2
15014,2
15015,2
15016,2
15017,2
15018,2
15019,2
15020,2
15021,2
15022,2
15023,2
15024,2
15025,2
15026,2
15027,2
15028,2
15029,2
15030,2
15031,2
15032,2
15033,2
15034,2
15035,2
15036,2
15037,2
15038,2
15039,2
15040,2
15041,2
15042,2
15043,2
15044,2
15045,2
15046,2
15047,2
15048,2
15049,2
15050,2
15051,2
15052,2
15053,2
15054,2
15055,2
15056,2
15057,2
15058,2
15059,2
15060,2
15061,2
15062,2
15063,2
15064,2
15065,2
15066,2
15067,2
15068,2
15069,2
15070,2
15071,2
15072,2
15073,2
15074,2
15075,2
15076,2
15077,2
15078,2
15079,2
15080,2
15081,2
15082,2
15083,2
15084,2
15085,2
15086,2
15087,2
15088,2
15089,2
15090,2
15091,2
15092,2
15093,2
15094,2
15095,2
15096,2
15097,2
15098,2
15099,2
15100,2
15101,2
15102,2
15103,2
15104,2
15105,2
15106,2
15107,2
15108,2
15109,2
15110,2
15111,2
15112,2
15113,2
15114,2
15115,2
15116,2
15117,2
15118,2
15119,2
15120,2
15121,2
15122,2
15123,2
15124,2
15125,2
15126,2
15127,2
15128,2
15129,2
15130,2
15131,2
15132,2
15133,2
15134,2
15135,2
15136,2
15137,2
15138,2
15139,2
15140,2
15141,2
15142,2
15143,2
15144,2
15145,2
15146,2
15147,2
15148,2
15149,2
15150,2
15151,2
15152,2
15153,2
15154,2
15155,2
15156,2
15157,2
15158,2
15159,2
15160,2
15161,2
15162,2
15163,2
15164,2
15165,2
15166,2
15167,2
15168,2
15169,2
15170,2
15171,2
15172,2
15173,2
15174,2
15175,2
15176,2
15177,2
15178,2
15179,2
15180,2
15181,2
15182,2
15183,2
15184,2
15185,2
15186,2
15187,2
15188,2
15189,2
15190,2
15191,2
15192,2
15193,2
15194,2
15195,2
15196,2
15197,2
15198,2
15199,2
15200,2
15201,2
15202,2
15203,2
15204,2
15205,2
15206,2
15207,2
15208,2
15209,2
15210,2
15211,2
15212,2
15213,2
15214,2
15215,2
15216,2
15217,2
15218,2
15219,2
15220,2
15221,2
15222,2
15223,2
15224,2
15225,2
15226,2
15227,2
15228,2
15229,2
15230,2
15231,2
15232,2
15233,2
15234,2
15235,2
15236,2
15237,2
15238,2
15239,2
15240,2
15241,2
15242,2
15243,2
15244,2
15245,2
15246,2
15247,2
15248,2
15249,2
15250,2
15251,2
15252,2
15253,2
15254,2
15255,2
15256,2
15257,2
15258,2
15259,2
15260,2
15261,2
15262,2
15263,2
15264,2
15265,2
15266,2
15267,2
15268,2
15269,2
15270,2
15271,2
15272,2
15273,2
15274,2
15275,2
15276,2
15277,2
15278,2
15279,2
15280,2
15281,2
15282,2
15283,2
15284,2
15285,2
15286,2
15287,2
15288,2
15289,2
15290,2
15291,2
15292,2
15293,2
15294,2
15295,2
15296,2
15297,2
15298,2
15299,2
15300,2
15301,2
15302,2
15303,2
15304,2
15305,2
15306,2
15307,2
15308,2
15309,2
15310,2
15311,2
15312,2
15313,2
15314,2
15315,2
15316,2
15317,2
15318,2
15319,2
15320,2
15321,2
15322,2
15323,2
15324,2
15325,2
15326,2
15327,2
15328,2
15329,2
15330,2
15331,2
15332,2
15333,2
15334,2
15335,2
15336,2
15337,2
15338,2
15339,2
15340,2
15341,2
15342,2
15343,2
15344,2
15345,2
15346,2
15347,2
15348,2
15349,2
15350,2
15351,2
15352,2
15353,2
15354,2
15355,2
15356,2
15357,2
15358,2
15359,2
15360,2
15361,2
15362,2
15363,2
15364,2
15365,2
15366,2
15367,2
15368,2
15369,2
15370,2
15371,2
15372,2
15373,2
15374,2
15375,2
15376,2
15377,2
15378,2
15379,2
15380,2
15381,2
15382,2
15383,2
15384,2
15385,2
15386,2
15387,2
15388,2
15389,2
15390,2
15391,2
15392,2
15393,2
15394,2
15395,2
15396,2
15397,2
15398,2
15399,2
15400,2
15401,2
15402,2
15403,2
15404,2
15405,2
15406,2
15407,2
15408,2
15409,2
15410,2
15411,2
15412,2
15413,2
15414,2
15415,2
15416,2
15417,2
15418,2
15419,2
15420,2
15421,2
15422,2
15423,2
15424,2
15425,2
15426,2
15427,2
15428,2
15429,2
15430,2
15431,2
15432,2
15433,2
15434,2
15435,2
15436,2
15437,2
15438,2
15439,2
15440,2
15441,2
15442,2
15443,2
15444,2
15445,2
15446,2
15447,2
15448,2
15449,2
15450,2
15451,2
15452,2
15453,2
15454,2
15455,2
15456,2
15457,2
15458,2
15459,2
15460,2
15461,2
15462,2
15463,2
15464,2
15465,2
15466,2
15467,2
15468,2
15469,2
15470,2
15471,2
15472,2
15473,2
15474,2
15475,2
15476,2
15477,2
15478,2
15479,2
15480,2
15481,2
15482,2
15483,2
15484,2
15485,2
15486,2
15487,2
15488,2
15489,2
15490,2
15491,2
15492,2
15493,2
15494,2
15495,2
15496,2
15497,2
15498,2
15499,2
15500,2
15501,2
15502,2
15503,2
15504,2
15505,2
15506,2
15507,2
15508,2
15509,2
15510,2
15511,2
15512,2
15513,2
15514,2
15515,2
15516,2
15517,2
15518,2
15519,2
15520,2
15521,2
15522,2
15523,2
15524,2
15525,2
15526,2
15527,2
15528,2
15529,2
15530,2
15531,2
15532,2
15533,2
15534,2
15535,2
15536,2
15537,2
15538,2
15539,2
15540,2
15541,2
15542,2
15543,2
15544,2
15545,2
15546,2
15547,2
15548,2
15549,2
15550,2
15551,2
15552,2
15553,2
15554,2
15555,2
15556,2
15557,2
15558,2
15559,2
15560,2
15561,2
15562,2
15563,2
15564,2
15565,2
15566,2
15567,2
15568,2
15569,2
15570,2
15571,2
15572,2
15573,2
15574,2
15575,2
15576,2
15577,2
